business_id,stars,NoiseLevel,RestaurantsPriceRange2
154159,3.6307692310000004,'loud',2
25455,4.1,'loud',1
60124,2.5,'very_loud',3
155835,3.878552972,'average',2
162586,4.421875,'average',2
68526,4.146153846,'average',2
51404,4.380952381,'quiet',2
37584,4.742857143,unknown,2
127089,2.575,'loud',1
100646,4.705882353,unknown,2
81549,2.454545455,unknown,1
49523,3.545454545,unknown,2
166169,3.333333333,unknown,2
137601,4.583333333,'quiet',1
47971,3.5822784810000003,unknown,2
118940,4.1,'quiet',4
23827,4.407407407,unknown,1
104260,2.9602649010000004,'average',2
8194,3.833333333,unknown,2
158588,3.088729017,'average',2
64473,3.2561983469999998,'very_loud',2
67456,2.846376812,'loud',2
181268,4.342857143,'quiet',2
158272,3.35,'loud',2
18832,3.78956373,'average',2
169391,2.714285714,'average',1
85323,2.885448916,'very_loud',2
75024,3.4444444439999997,'average',2
186462,3.0,'loud',2
60823,2.9105263160000003,'average',3
175318,3.455384615,'average',2
94966,3.0,'loud',2
178536,3.755555556,'loud',1
58347,4.461538462,'average',2
117972,4.023255814,'average',2
13479,3.214285714,unknown,unknown
10083,3.5405405410000004,unknown,3
17165,3.8,unknown,2
9560,2.767857143,'quiet',1
47889,4.931034483,unknown,unknown
86990,4.075,'average',1
47809,4.964285714,unknown,2
174522,3.3096234310000003,'average',3
80812,3.571428571,'loud',2
43624,3.796875,'average',1
188745,3.8,unknown,1
143659,3.902214022,'average',3
93163,3.8641975310000003,'very_loud',4
45309,3.615384615,'average',1
22595,3.425,'quiet',2
79872,3.40113798,'average',3
13066,4.057471264,'average',1
30210,3.4905660380000003,'average',2
39842,4.0,'average',2
140418,4.26007326,'average',2
10323,5.0,'average',2
174490,3.428571429,'average',2
53977,3.440191388,'very_loud',3
187479,3.6,unknown,3
144910,3.0,unknown,1
27054,3.855544252,'average',4
87020,2.9084967319999997,'loud',2
107608,3.5192012289999997,'average',2
131207,4.018342821,'average',2
174336,2.7317073169999997,'average',2
130228,3.64516129,'average',1
37985,2.875,unknown,2
172855,2.666666667,unknown,unknown
180807,2.58974359,'average',2
6373,4.423690205,'average',2
30402,4.333333333,unknown,unknown
85516,3.8955038760000003,'average',2
83123,3.695833333,'average',2
15635,4.7547169810000005,'average',2
49756,3.7461538460000003,'average',1
4333,5.0,unknown,unknown
65065,3.1142857139999998,'average',1
127902,3.571428571,unknown,unknown
95975,4.378787879,'quiet',1
129786,3.5757575760000004,'average',1
191377,3.5555555560000003,unknown,3
61604,2.391822828,'very_loud',3
89953,3.87195122,'average',2
102535,3.979423868,'average',2
105071,2.833333333,'average',1
187207,3.826086957,'average',1
15762,3.642857143,unknown,2
123655,3.6,'average',2
138770,5.0,unknown,2
180569,2.666666667,'average',2
32812,3.1875,'average',2
21321,2.5714285709999998,unknown,3
92252,3.333333333,'loud',1
143780,4.092592593,unknown,2
20710,4.0246710530000005,'average',3
130110,3.066666667,'average',2
2547,3.279411765,'average',2
8466,3.372,'average',3
31970,4.449856734,'average',2
34446,4.2647058819999994,unknown,unknown
65159,3.1896551719999997,'average',2
150350,3.0,'average',1
87350,3.0992063489999997,'average',2
44852,4.154761905,unknown,2
143022,2.5,'very_loud',2
177237,4.3947368419999995,'average',2
11528,3.642857143,'average',1
166570,4.47826087,'loud',2
90058,4.193548387,unknown,unknown
191271,3.6,'average',2
122577,4.585365854,'loud',2
120188,3.75,unknown,2
53266,2.560747664,'average',2
192223,4.519713262,'average',2
16699,4.550561798,'average',1
49677,4.302904563999999,'average',2
50468,2.0,unknown,1
14034,3.52247191,'average',2
89520,4.148760331,'average',1
175891,3.442348008,'average',2
189503,3.157894737,'loud',2
60691,3.0,'loud',2
18648,3.208333333,'loud',2
15561,3.264705882,'average',2
121114,2.581395349,'average',2
72013,4.448275862,unknown,unknown
44182,3.666666667,'very_loud',2
15696,3.1538461539999996,'loud',1
6328,2.7987012989999998,'average',2
5185,2.9038461539999996,'average',2
146577,3.428571429,'very_loud',2
77813,4.0,'loud',2
141975,3.133333333,'average',2
164571,4.0,'average',2
21972,4.0,'average',3
172980,1.5625,'very_loud',2
166359,4.565217391,'average',2
190844,3.735241503,'average',2
187796,4.034482758999999,unknown,2
38856,3.366242038,'average',2
176753,3.55,'average',1
131823,4.012207275,'average',3
114297,4.2,'very_loud',1
9558,4.555555556,'average',1
65563,3.227272727,'average',1
190744,3.859813084,'average',2
151060,3.714285714,unknown,2
90866,3.231578947,'average',2
181034,3.260869565,unknown,2
159863,4.147058824,'loud',2
109329,4.45,'loud',2
130158,3.615686275,'average',2
48464,3.4,unknown,unknown
146678,4.1019230769999995,'average',4
165783,3.0,unknown,unknown
175344,5.0,unknown,2
107644,3.710526316,'quiet',2
24436,3.333333333,unknown,2
17600,3.947368421,'very_loud',2
191218,2.266666667,unknown,2
56766,3.1481888039999997,'loud',2
170736,3.559701493,'average',2
21357,3.4142857139999996,'average',2
159520,4.1315789469999995,'loud',1
146945,3.6310975610000003,'loud',1
166014,3.5911602210000004,'average',3
94222,3.055045872,'average',2
56879,3.142857143,unknown,2
17079,2.655172414,'average',1
147880,3.266666667,unknown,4
8070,3.691358025,'loud',2
77007,3.2,unknown,1
40646,3.925925926,'average',1
18549,4.285714286,unknown,3
51743,2.0,unknown,3
59279,1.8333333330000001,'average',1
31512,2.717647059,'loud',2
123809,2.933333333,'average',2
22596,3.833333333,'average',1
9432,4.334231806,'average',2
188815,3.75,'average',1
183093,5.0,unknown,unknown
127956,3.75,unknown,1
97666,4.076190476,'average',2
93036,4.7704918030000005,'average',2
115738,4.6,unknown,1
93655,3.583333333,'average',2
20246,4.083333333,'quiet',1
79840,3.1555555560000004,'loud',2
57961,3.483333333,'average',2
107391,3.615384615,'average',2
137616,3.816326531,'loud',2
117574,5.0,unknown,unknown
135703,3.321052632,'loud',3
89845,2.458333333,'average',2
126119,2.811290323,'average',2
182111,4.009569378,'average',2
102970,3.384615385,unknown,3
122292,3.4939024389999997,'average',4
127932,3.55,'average',2
74687,4.818181818,unknown,2
101640,4.403614458,'average',2
177500,4.481481481,'quiet',1
103328,3.1826086960000004,'very_loud',2
67821,1.1,'loud',2
8396,4.432432432,'average',1
163653,3.574468085,'average',4
43726,4.083832335,'average',2
37014,3.679083095,'average',2
66393,3.90625,'average',2
81109,3.401960784,'average',2
156030,4.222222222,'average',2
147146,3.448275862,'average',2
139843,3.9444444439999997,unknown,unknown
40415,3.808988764,'average',2
103489,3.858458961,'average',2
62044,3.0,'average',unknown
5297,4.48,'average',2
135352,4.797468353999999,'average',2
154368,3.796116505,'average',2
38600,3.132231405,'very_loud',2
134606,2.972677596,'loud',2
115627,4.080578512,'average',2
9032,4.444444444,'average',2
116192,4.285714286,'average',1
87155,4.272727273,unknown,1
190084,4.106094808,'average',4
95377,2.939393939,'very_loud',3
104099,4.0444104130000005,'average',4
144474,1.971223022,'average',2
63116,2.685224839,'loud',2
89805,4.0,'average',2
319,3.875,unknown,2
79662,4.029411765,'average',1
147186,4.35942029,'very_loud',1
69643,4.046511628,'average',2
78550,3.19047619,'average',2
177062,2.333333333,unknown,2
61631,3.764705882,'average',1
108811,2.666666667,'average',2
11153,3.025,'very_loud',2
127879,3.6,unknown,unknown
84320,4.1893939389999995,'average',1
81555,2.925925926,'average',2
31073,2.333333333,unknown,1
100067,3.138888889,'very_loud',2
127132,4.166666667,'average',2
133837,4.075376884,'average',2
118913,3.955128205,'average',3
454,2.416666667,'average',2
117692,4.0,unknown,unknown
102378,4.1315789469999995,'average',2
97922,2.91136141,'average',2
162303,3.645833333,'average',2
159375,3.6086956519999998,'very_loud',1
86983,3.6,unknown,3
192530,4.583333333,'loud',2
17393,3.142857143,unknown,2
34922,4.391791045,'loud',1
54572,3.7373271889999997,'average',2
72461,3.504273504,'average',2
135285,3.75308642,'average',2
68440,3.2941176469999998,unknown,2
154662,3.655172414,'average',2
141592,2.509009009,'average',2
166418,3.791348601,'average',2
118508,3.3510479039999996,'loud',2
152904,3.888888889,'average',1
131523,3.928571429,'quiet',1
42637,4.0,unknown,2
45625,4.0,unknown,2
93125,2.904761905,'average',2
93402,4.25,'average',2
10587,3.166666667,'loud',1
146242,3.625,unknown,2
161785,3.378787879,unknown,2
127612,3.451612903,'very_loud',2
43830,3.744117647,'average',2
63881,4.578947368,unknown,unknown
161717,3.917197452,'average',2
157824,3.755555556,'average',3
131343,3.6,'average',2
8007,4.288702928999999,'average',2
86895,4.5,unknown,2
107322,2.666666667,unknown,2
132337,4.334293948,'average',2
151233,4.333333333,unknown,3
50981,3.8461538460000004,'average',2
13500,4.49015748,'average',2
8982,3.026392962,'very_loud',3
143794,4.173913043,'quiet',1
121437,3.538083538,'average',2
168055,4.0,unknown,2
180680,3.222222222,'average',3
51350,3.862745098,'average',1
122022,3.0,unknown,2
50259,4.050847458,'average',1
64635,3.733333333,'loud',2
178101,3.01451131,'very_loud',2
41838,3.2,'quiet',2
355,3.4444444439999997,'loud',2
162705,3.1818181819999998,'very_loud',2
104057,3.0,unknown,unknown
186881,4.536585366000001,'loud',1
92130,3.7,'loud',2
23896,3.0,'loud',3
136062,4.28125,'very_loud',1
50400,5.0,unknown,unknown
71047,2.820754717,'average',2
134809,3.018181818,'average',2
59695,2.416666667,unknown,2
131987,3.857142857,'average',2
61701,3.5625,'very_loud',2
147357,4.125,'average',1
48246,4.035135135,'average',2
55069,4.115384615,'quiet',2
173192,3.987383798,'average',2
102325,1.0,unknown,unknown
101840,5.0,unknown,unknown
171460,4.432960894,'average',2
157327,3.7037037039999996,'average',2
154739,2.96179966,'loud',2
114337,4.14084507,'average',2
110217,3.921875,'average',2
100060,4.777777778,'average',1
27778,3.6,unknown,1
120467,4.41,'average',1
187305,1.2,unknown,unknown
7521,4.909090909,'average',1
34769,4.053459118999999,'quiet',4
70635,3.285714286,unknown,unknown
64998,3.3692307689999996,'average',2
60277,3.6,'loud',2
16258,3.323943662,'average',2
11753,3.6415094339999996,'loud',2
184661,3.746835443,'average',2
91185,1.75,unknown,2
143787,3.204761905,'average',2
73859,2.9651162789999996,'quiet',2
50816,2.883268482,'very_loud',3
148058,2.575539568,'very_loud',3
128352,2.727272727,'average',2
126348,4.166666667,'average',unknown
85583,2.416666667,'average',unknown
88135,4.306666667,'average',2
141306,4.1428571430000005,unknown,unknown
114427,3.0851063830000003,'average',2
160618,3.519379845,'average',2
86095,4.285046728999999,'average',1
109073,2.6911764710000003,'average',2
148869,4.201807229,'average',2
127416,3.203125,'average',2
39364,3.254799302,'very_loud',3
181036,3.916666667,unknown,unknown
182353,4.56,'loud',2
26488,3.43902439,'average',2
98644,3.5,unknown,unknown
96958,3.714285714,'very_loud',1
166280,3.166666667,unknown,1
10162,5.0,'average',1
27711,5.0,'very_loud',1
115220,4.0,unknown,2
150627,4.8888888889999995,'loud',2
843,3.6351118760000003,'average',1
133109,3.25,'very_loud',1
71677,3.75,unknown,2
166090,2.333333333,unknown,1
17,2.8,'loud',2
153416,2.0,unknown,1
126019,4.307692308,'quiet',2
74145,3.882352941,'average',2
15020,2.777777778,'loud',unknown
64015,3.333333333,'loud',unknown
48113,3.873015873,'loud',2
97690,3.538461538,'loud',2
186198,3.6086956519999998,'very_loud',1
10256,3.565789474,'average',2
8817,3.208333333,'loud',2
181532,4.3025718610000006,'average',2
128446,2.5,'loud',2
39810,3.833333333,unknown,1
158259,3.802197802,'quiet',2
87158,3.741176471,'loud',2
31318,3.869918699,'quiet',2
136132,2.409090909,'average',2
94745,4.2,unknown,1
70910,3.282258065,'average',2
171071,3.5625,'average',2
54607,2.887835703,'loud',2
120627,3.772961816,'loud',2
31373,4.6578947369999995,unknown,2
179903,4.348837209,'average',2
179488,4.333333333,unknown,1
80557,4.666666667,unknown,2
110744,3.678571429,'very_loud',2
35745,5.0,'loud',2
185714,3.272727273,'average',2
144638,3.594594595,'average',2
96021,3.578947368,'average',1
32405,3.857142857,unknown,1
140105,2.0,unknown,unknown
100767,4.428571429,unknown,3
75879,3.714285714,unknown,3
47685,3.0,unknown,1
98251,3.5038759689999996,'average',2
93761,3.282352941,'loud',2
142948,3.256410256,'average',2
182325,3.760204082,'average',3
90622,2.666666667,unknown,2
108221,3.379310345,'loud',3
132889,2.617318436,'average',2
136754,4.177105832,'quiet',4
29642,5.0,'average',2
128533,3.796116505,'average',2
140720,3.0,unknown,2
6193,4.350649351,'average',1
71257,2.96,'loud',2
48269,4.545454545,'average',2
161958,4.0,'loud',2
13178,4.2149837130000005,'average',2
103280,4.40625,'average',1
183956,4.752293578,'average',3
158145,4.933333333,unknown,unknown
31508,3.65,'very_loud',2
134504,4.146067416,'average',2
155633,4.397590361000001,'average',3
95302,3.2,'average',1
66335,4.714285714,unknown,2
4532,2.0,'average',unknown
183862,3.682926829,'average',2
117619,2.947761194,'average',2
27983,3.333333333,unknown,1
135052,2.9983896939999997,'average',2
150264,3.567944251,'average',2
109986,4.6428571430000005,'average',2
68655,5.0,'average',2
48472,2.676691729,'average',2
38248,4.0,unknown,2
42162,4.140151515,'average',3
188484,4.428571429,'average',2
152436,4.070621469,'average',2
189665,4.110220441,'average',3
182089,4.229726458,'average',2
110672,3.2987804880000002,'average',2
138118,5.0,unknown,unknown
63438,4.2,'average',1
181302,4.285714286,'quiet',2
150121,3.25,'loud',2
82986,4.393406593,'average',2
105716,3.923076923,'average',2
111683,3.765957447,'average',2
82713,4.0798611110000005,'average',2
161710,4.055555556,unknown,2
156289,3.7247706419999997,'loud',2
28201,3.883458647,'loud',2
117648,4.2976190480000005,'quiet',2
115629,3.6470588239999997,'average',1
170112,3.413043478,'quiet',2
5810,3.333333333,unknown,2
165900,3.225,unknown,2
76703,3.583106267,'average',2
155279,3.988505747,unknown,2
23608,3.85483871,'loud',1
33234,3.68115942,'loud',2
186899,3.641791045,'loud',3
143159,4.291139241000001,'average',2
53413,3.75,'loud',unknown
56568,3.4827586210000003,'loud',2
20326,3.5333333330000003,'average',2
42664,3.875,'average',2
65782,1.6666666669999999,unknown,2
166463,3.75,unknown,1
143977,4.251655629,'average',2
92187,4.193650794,unknown,2
71582,3.427350427,'very_loud',2
79161,2.0,'loud',2
118884,3.330749354,'loud',2
129328,3.625,'quiet',2
128130,4.19047619,'quiet',2
183176,3.7752808989999997,'average',2
152071,3.705985915,'average',2
64152,4.434108527,'average',2
189495,4.25,'average',1
148573,4.040540541,'quiet',1
147542,3.666666667,unknown,unknown
161264,3.263157895,'loud',2
174075,4.188118812,'average',3
41906,3.715277778,'loud',3
112694,3.666666667,'loud',2
102679,2.4,'quiet',1
111276,3.6956521739999997,unknown,2
35744,4.354,'average',3
76960,4.833333333,unknown,1
169928,4.32464455,'average',2
25880,4.4,unknown,2
139326,3.166666667,'average',1
162269,4.4,'quiet',2
168812,3.0555555560000003,'loud',2
187968,3.125,'loud',2
176697,4.222222222,unknown,2
108786,4.508928571,'average',2
95829,2.763975155,'average',2
117646,4.1,unknown,2
188995,3.9101382489999996,'average',2
14198,3.665024631,'average',2
187792,4.1428571430000005,unknown,1
171217,3.333333333,unknown,1
157585,3.857142857,'average',3
175364,3.75,unknown,unknown
168597,3.666666667,unknown,unknown
71442,3.825301205,'average',2
114071,4.375,'average',2
77892,4.486486486,unknown,1
142203,3.737704918,'average',2
26202,3.482517483,'average',2
181310,3.081967213,'average',2
48243,4.5,'very_loud',2
15010,3.761904762,'average',1
21037,4.1062176169999995,'very_loud',2
28836,3.550561798,'loud',2
103909,2.782894737,'loud',2
136406,3.341772152,'average',2
166455,5.0,'average',2
70814,2.672727273,'very_loud',2
174549,1.31372549,unknown,unknown
156786,4.227019499,'average',2
177002,3.762762763,'average',2
74620,4.282828283,'average',1
135153,3.6453900710000005,'quiet',2
82338,4.2826086960000005,'average',2
61020,5.0,'loud',2
124312,2.75,unknown,2
167247,3.066666667,'quiet',1
166869,4.03030303,'average',2
113134,4.5,'loud',1
167083,2.4285714290000002,unknown,2
178989,4.040816327,'very_loud',1
104188,4.333333333,'very_loud',1
111956,2.769230769,'loud',2
168030,2.097826087,'loud',2
58770,2.2,unknown,2
57921,2.666666667,'loud',3
34640,3.672131148,'average',2
26930,3.4,unknown,unknown
172009,4.086221471,'average',2
26447,3.9,'average',1
146536,3.5464285710000003,'average',2
120155,2.933333333,'average',2
57369,4.75,'average',1
18205,3.034482759,'average',2
69228,3.384615385,'very_loud',1
130241,4.177982861,'average',3
162212,3.253807107,'loud',3
117304,4.126491647,'average',3
166694,3.494382022,'average',2
156953,3.5,'loud',2
24851,4.066666667,'loud',2
121438,3.746478873,'loud',2
153536,4.545454545,unknown,3
57213,4.666666667,'quiet',1
90360,3.308080808,unknown,3
138113,4.0,unknown,1
121589,3.291666667,'loud',1
147469,3.5555555560000003,unknown,2
128282,3.0,unknown,unknown
150880,3.9579929989999996,'average',2
38367,2.640243902,'average',2
25135,2.426008969,'average',3
188454,3.86407767,'average',1
133856,3.858611825,'average',2
64828,3.1060606060000002,'average',3
96741,2.9844961239999996,'loud',2
102117,3.483870968,'average',1
144997,3.342592593,'very_loud',2
73833,3.967213115,'average',2
70931,4.070678796,'average',4
13910,4.4574780060000005,'average',2
155096,3.972972973,'average',2
180000,2.940199336,'loud',2
116034,4.1724137930000005,'average',2
187461,4.633802817,'quiet',1
28266,3.166666667,'average',1
164747,3.819548872,'average',3
27961,3.129032258,'average',2
34924,4.5,'loud',1
116052,3.7100881489999997,'very_loud',3
149411,4.315789474,unknown,2
49081,3.4444444439999997,unknown,3
89736,2.333333333,unknown,1
73093,3.9426751589999998,'average',2
52441,3.939393939,'loud',1
174015,3.666666667,'average',2
185044,3.545454545,'quiet',2
3307,3.94419004,'average',2
158050,3.1363636360000005,'average',2
25901,3.9,unknown,2
179254,3.0,unknown,2
148311,4.7,unknown,unknown
47720,3.3,'loud',2
80716,3.130434783,'average',2
184707,2.901639344,'loud',2
107155,3.5388235289999996,'average',2
182806,3.151515152,unknown,2
69323,3.988095238,'average',4
179697,2.764705882,unknown,2
181511,3.6216216219999997,'average',2
185784,3.729613734,'average',3
39770,4.698412698,'average',2
88525,3.2941176469999998,'average',2
66129,4.267527675,'average',2
115653,3.9148936169999997,'loud',2
190602,3.34,'loud',2
87061,4.484375,'average',2
137871,3.209125475,'average',2
128939,4.163058187,'average',2
169906,3.2581227439999996,'very_loud',3
165162,4.2,'very_loud',3
75043,4.514285714,'average',1
94909,4.054545455,'average',1
79208,3.269230769,'very_loud',2
115347,3.0,unknown,2
61519,3.2319999999999998,'very_loud',2
151278,2.769230769,'quiet',2
118728,4.25,'average',3
15737,3.923747277,'average',2
136341,3.553287982,'average',2
133155,2.774193548,'very_loud',2
137905,4.549689441,unknown,4
132191,4.409853624,'average',2
48728,2.833333333,'loud',2
79620,3.0758196719999997,'average',2
12621,4.208732694,'quiet',3
74635,3.222222222,'average',2
168081,4.096348884,'average',2
142499,3.788321168,'average',2
36418,3.119402985,'average',2
160250,3.214285714,unknown,1
67092,3.600566572,'average',4
13082,2.825396825,'average',2
142101,5.0,unknown,unknown
149592,4.14516129,'average',2
177741,3.942307692,'loud',2
101415,3.988764045,'average',3
7295,4.024390244,'average',1
111435,4.179487179,'quiet',2
1077,4.291428571,'average',2
135893,3.479166667,'loud',2
175701,3.0,unknown,2
121694,2.891472868,'average',2
116109,2.1,unknown,2
65273,3.653225806,'quiet',3
121594,3.576923077,'average',2
72676,4.074324324,unknown,3
135999,4.37037037,unknown,3
123168,3.2439024389999997,'average',2
64807,4.8928571430000005,'quiet',2
46231,3.25,unknown,1
94229,3.54,'average',2
65190,4.120192308,'average',2
10795,2.176470588,'average',2
19447,4.15,unknown,unknown
123263,2.75,'average',1
120552,3.666666667,unknown,2
164960,3.3485714289999997,'loud',2
96204,4.375,'loud',1
118150,3.7,'average',2
111469,3.833333333,'loud',1
69626,4.333333333,'very_loud',3
34263,2.764705882,'quiet',1
161109,3.1529562980000003,'average',2
27256,4.387931034,'loud',2
61654,3.232876712,'quiet',2
188931,2.333333333,unknown,3
90683,3.1,'very_loud',2
41230,1.935483871,unknown,unknown
544,3.813953488,'average',2
113244,4.266666667,'loud',1
139298,3.619047619,'average',2
67363,3.032786885,'average',2
39918,3.785714286,'loud',2
167273,2.75,unknown,2
146232,4.158227848,'average',2
77496,2.706161137,'average',2
189661,3.449438202,'average',2
159709,3.4,unknown,2
133387,3.865017668,'average',4
116414,2.6875,unknown,2
50274,3.7319277110000004,'average',3
105923,4.12,'average',1
