business_id,date,stars,text
143487,2014-10-11 08:23:56,5.0,"I don't normally say things are the best but these are the best fajitas I've ever had. Chips are perfect ,salsa is perfect, bean dip is perfect, and the best fried ice cream I've ever had. Plus the service is great."
37740,2017-03-27 01:24:15,5.0,"I had THE BEST VEGAN Gardein chicken plate with broccolini. I was blown away!!! The decor is cute! Nicely dimly lit, It was romantic and very chic. I recommend coming if you're a vegan looking for a good dinner!"
36216,2016-02-23 19:51:14,3.0,"We had the curry it was really good but it was small portion for it's price.. the garlic chicken wasn't satisfying since it was dry, no spices, very plain and the chicken was kinda hard. Presentation was ok, you gotta order the rice seperate.. the service was fine the servers were pretty casual with their guests. Would come back for curry but not for tandoori or kabob."
143668,2014-01-17 00:59:36,4.0,"We found out about this gem from The Man's co-worker who used to live in the same apt. complex we live in now. It's about a mile away from our apt. and we finally gave it a try a while back. 

It is delicious! The chips are mini tortillas that you break off and have with salsa. Very yum. The food is delicious! I don't remember what I had the last time we went here, but I managed to finish more than half of it and had some to take home (tastes better later, IMO). The portions are generous and filling. 

The wait staff is always nice and attentive. I remember the first time we visited, it was pretty busy but we didn't have to wait too long for a table. 

If we're in the mood for mexican food and don't want a fast food experience, we definitely choose this place."
97837,2018-04-27 18:53:06,4.0,"Went in on a Friday since I was strolling around the Venetian and came across this place! The wait wasn't too bad around 1pm (probably 25 minutes max). This place serves a variety of Latin American cuisines including tapas, tacos and burgers! It's standard pricing for Vegas. I ordered the brisket tacos and I didn't feel that they tasted anything out of the ordinary. Service was okay, but I thought it was really awesome for the server to ask my party right away if we have any allergies or items that we don't enjoy eating. However, the portions are on the smaller side so it's perfect to have lunch there if you don't want lug any leftovers around!"
63046,2013-06-24 06:42:29,2.0,"OVERALL: The food isn't good (I explain below), but this place may still be worth locals' time (and more importantly money).  Let me explain...

There are not many ""old"" restaurants in this town. We don't seem to value/frequent/patronize places that have been around putting out food for a long time. I think we should. Even when the food isn't show stopping. Why? This place has tremendous character and charm. There's an ""Old Western Vegas"" feel to Bob Taylor's. Established in 1955, it's the oldest restaurant in Las Vegas. Its a throwback to a rugged, carnivorous cowboy culture that has existed in this town for decades. And still exists. I did appreciate the slice of Vegas kitch that Bob Taylor's offers. 

FOOD ISSUES: So with all that charm how could this place go wrong? This place could be great. It really should be great. But they are not putting enough care into the food. I ordered the rib eye and asked for it to be medium rare. I was worried about it being overcooked and figured if a mistake was made, I'd be in the medium range. My instincts were correct. But the steak was closer to well done. In total, three steaks at our table were seriously overcooked. In a steakhouse. With a man tasked with grilling the steaks. Sigh. The fourth steak, smoked prime rib, was cooked properly. But the prime rib is cooked ahead if time, right? How was I prepared for this overcooked piece of meat? How did this only occasional red-meat-eater suspect that my steak would not be treated with attentive care? 

I'll tell you. When we walked in there was a large grill at the front of the restaurant with a number if steaks cooking on it. But the chef was not watching the meat. He wasn't even in front of the grill. He was nowhere to be seen as we walked through the doors. And there were at least 4 steaks cooking when we arrived. So I figured that my steak would receive the same lack of attention.  

I ordered a simple naked potato and a side salad to accompany my steak. Both were fine. But there is not much room to mess up a potato and iceberg, is there? People rave about the garlic bread and I think it's because the rest of the meal is so mediocre, that the cheesy bread becomes the highlight if the meal. It was just OK. The most inexperienced cook could make it at home with sourdough, butter, and three types of cheese. 

A few people in our party ordered the mushroom rice side dish and it was not good. After tasting it, I was grateful to have passed on this wet, mush. 

SERVICE: Our waitress was very attentive and responsive. She was more than willing to return the overcooked steaks. 

I won't be back, but I'm glad to have visited this historic spot.

Service: 4 stars

Kitch: 4 stars

Food: 1 star"
23314,2016-11-09 20:39:39,5.0,Awesome food and service! Really wish we had one in Oahu! Our servers were on it! Thank you for working it out and fitting in our party of 9!
143487,2018-05-28 20:23:06,5.0,"Juan's is ALWAYS busy because it's ALWAYS good. It's great food, but the excellent, friendly service is what keeps people coming back. I've been here dozens of times...date nights, with family, with kids, girls nights. Always wonderful. Try the shrimp ceviche!"
125478,2015-04-28 19:37:07,5.0,"Fabulous. A friend took me here last night. Wonderful food, we had panang curry, duck fried rice and Chilean sea bass.  What a wonderful combination of flavors."
143487,2016-11-21 21:20:29,4.0,"We usually go to Lindo Michoacán when we want Mexican at a sit down restaurant, but I felt like we were just there and talked my husband into trying Juan's.
Ok, we're hooked! Service was great.
We got the Fajitas for 2 with Steak and Chicken, add cheese...so good, lots of flavor. Loved the fideo soup and chips with the onions and peppers, the salsa and bean dip were good although not my favorite.
My only other gripe is smelling of fajita when we left, I smelled like I had worked the grill, my clothes were saturated with the smell and my skin felt greasy. I had noticed the smell and cloud of smoke in the restaurant when we sat down. I'll just be sure not to have anything special planned after we eat here.
Prices were on par with other Mexican restaurants and you get more than enough to eat.
We will definitely be back and we'll be packing the Febreeze!"
181507,2017-12-29 15:15:26,5.0,"The food was great Our server Karu was the bomb he was cool, very nice and good looking guy. It's the perfect spot for the bring friends and group. Great atmosphere and great menu choices.  SPICY... but its good haha.  Defenitely coming back!!!"
153845,2016-07-14 18:51:22,5.0,Freaking BOMB Macaroni & Cheese and Everything Else was Awesome as well great Service again everything was OUTSTANDING
101708,2017-09-08 23:17:03,5.0,"A wonderful dinner experience! Hubby and I came couple months ago, it was our first time at Sushi Samba. We didn't have reservations, but they were able to seat us at the sushi bar. 
We had the A5 Wagyu gyoza, was tender and not overdone, Tuna tataki, Chicken Samba was a good size portion, El topo roll, chef sashimi selections, and Tonkotsu ramen. Everything we order was super yummy!  Definitely coming back again next time we're in town!!
I would recommend making reservations next time, the sushi bar is kind of tight and if you order a good amount of food, not too much room."
192547,2013-11-14 02:38:47,4.0,"Battista's Hole In the Wall is awesome! Went here for the first time when I was in Vegas for my kickball tourney (WAKApalooza) early October. My teammate is a huge fan and suggested this place to the rest of the team for a big team dinner Saturday night.

It's located right next to the Flamingo Hotel where we were staying, so we were able to walk over. The restaurant is pretty big itself, but the tables are sort of cramped together in small rooms. The decor is awesome. Definitely a friendly, local vibe. Since our party was pretty big (about 14 of us), we had to wait a bit before getting a table. Not a big deal, since we started pre-drinking at the bar. The price range for the meals depends, but all range from $23-40. You get unlimited red or white wine with your meal though, plus all the meals come with Minestrone soup or Italian salad, garlic bread, pasta side & homemade Cappuccino. I ordered the lasagna and it was huge. I probably ate a quarter of it before I got full. I probably wouldn't have been as full if I hadn't filled up on garlic bread, but I couldn't help it - the garlic bread was ah-mazing. The cappuccino was really good too! More of a hot chocolate than coffee to be honest.

Service was good. They were kind enough to split our party in two, to help make the check easier. We even had a gentleman come serenade us with his accordian! I would definitely come back again."
67211,2017-12-02 19:58:19,5.0,"Interior is super cool and chill & the place has numerous decorative pieces if you look carefully.
I had Harajuku and Penicillin & they are amazing especially the penicillin. The dash of Islay really takes it to the next level.
All the bartender look very passionate & our main bartender Joseph was amazing.
Def worth stopping by."
1611,2013-05-07 02:22:07,4.0,"I have been to Vintner Grill twice in two weeks recently.  The first was on Administrative Professionals' Day for lunch.  It was packed and the food was delicious.  As is the usual with Vintner, the service was not great.  Our waiter was friendly (when we saw him), but he just couldn't keep up in his section.

Hubby and I also went back on a Friday at 2:15 for a liquor lunch, and I must say it was one of the best dining experiences we have had in Las Vegas.  The food was excellent as it has always been.  However, for the first time, the service (by Mark), was impeccable.  Was it because there were only a few tables?  Possibly, but something tells me that I have found my go-to server from now on.  He made great recommendations, and the timing of everything was amazing.  Sitting outside and enjoying champagne was heavenly.

Please go to Vintner Grill.  It is worth the drive from the Strip.  Just be patient in case the service is a little slow.  Besides, you never know what celebrity you may see!"
63046,2017-09-08 23:29:55,5.0,Authentic and Rustic full of ambiance.. Great for families aswell as romantic dinners.. Ahhh the memories
143487,2013-05-07 03:20:21,5.0,"Fajitas on Fire.  5 beers in a bucket for $15. Good chips and Salsa.  Mariachi Band.  Strategic TV's for all seats.  Excellent Margaritas. Kid friendly. This place rocks!!!

Out of all the places in Las Vegas to pick for Cinco de Mayo food, drinks, and music, we picked this one based on YELP reviews.  We were first time visitors.  We will definitely return very soon!  

We arrived early to avoid long waits and drunk people.  By the time we left, we might have been the very people we were trying to avoid!  Drinks aside, we enjoyed the flaming fajitas!  We ordered the fajitas for 2 with steak and shrimp.  It is more than enough for 2 people.  My hubs and I made 7 fajitas from the meat.  We can't speak to any of the other food.  OH WAIT!  Now I remember, we had an AMAZING desert.  A sopapilla topped with ice cream and strawberries.  It was DELISH!!  

We met Juan the owner who welcomed us and our little toddler.  Juan said he built the place to accomodate families and that their daily Happy Hours are restaurant-wide - and not exclusive to the bar only like many places in town.  Their daily happy hour from 3-7pm looked really good!   Our server was very friendly and the service was great!

The Mariachi band was an added bonus - we would love to return to hear them again.  They were very good!  

This is a place worth visiting!  Good food, good drinks, good prices, and good service!  Locally owned.  Flaming Fajitas - what more can you ask for!!!"
184798,2016-05-31 02:31:41,1.0,Over priced nasty nachos. The meat was so salty I couldn't eat them. And they tried to sell me a regular bottled water for $7. I will never go to this place again!!! This place sucks!!
9439,2017-01-02 03:36:36,5.0,"We ate here for a friend's birthday before seeing Ka (theater is right next to this restaurant in the MGM Grand). It's a great before/after show restaurant. We had a reservation and were seated right away after checking in with the hostess. The restaurant is open, so you can see the bar, kitchen, and casino floor.

I ordered the special that night, which was pappardelle pasta, a chunky tomato sauce, shredded lamb, kale, truffle-infused breadcrumbs, and freshly shredded parmesan. I was torn between several items on the menu, but I wanted a special since I was in Vegas for the weekend. It was phenomenal! I rarely eat lamb, and this was delicious. It was incredibly tender and tasted delicious. The sauce was very thick, almost like tomato chunks, but I didn't even feel like I was eating a tomato sauce. The balance of sauce, meat and kale was absolutely perfect.

I also had their moscow mule. Cocktails were expensive, so I decided to go for one that was all alcohol. Others in our group had several cocktails that were all extremely tasty. Additionally, I tried a few bites of what my friends had. I had a bite of the spaghetti and meatballs. The meatball melts in your mouth, and the sauce was phenomenal. The linguini and clams came in the most decadent white wine sauce with perfectly prepared clams. The french onion soup was rich, buttery, and tasted phenomenal. 

They brought us a chocolate cheesecake as the complimentary birthday dessert and wrote ""Happy Birthday"" in raspberry sauce. The cheesecake had chocolate drizzled on top and edible pearls garnishing the plate. The waiter said it was always a surprise as to what the chef prepared for the complimentary birthday dessert.

Yes, this restaurant is pricey (although not by Vegas standards). However, you will have an excellent meal and receive spectacular service. The waiter took excellent care of us. He was really funny and made sure everything came out perfectly. The bussers constantly refilled water and ensure we had everything we needed. This is an incredibly unique, delicious restaurant."
137030,2011-02-13 16:20:42,2.0,"Had a groupon decided to check it out, steak was good, server was lacking. It was busy and loud which wasn't bad but it was our first time there, so we weren't familiar withthe menu. Some of us had steak and some had salmon. The salmon came with sides and the steak did not. I wish the server would have told us more about the menu or asked if we wan't sides. The server checked in once and never offered anyone a refill of their drinks.  It felt like they were put out by the groupon and didn't want to deal with us. Prob won't return."
34159,2012-06-26 00:31:09,4.0,"First I want to say that our group had an AMAZING time at Encore Beach!!!!!  BUT, we did end up dropping a ton of cash.  If you read the reviews carefully, you'll notice that the people who had the best time are usually the ones who bought a lily pad, or a couch area.  It was a $500 minimum for the couch area by the blackjack tables, but I'm telling you that it was 100% worth it!  We had a bottle of Vodka and ordered some food and it was yummy :)

There was one UGLY thing about this place though which is why I removed 1 star, and that is that they don't allow ""oversized"" bags or backpacks and force you to check them for $20!!  $20!!!!  It's insane!  It really pissed off our group at first cause there were 2 of us with big bags, but at least they let us put them together for $20 total.  Jerks.....  I'm sure there's some good reason for not having oversized bags, but they didn't tell us.  One other messed up thing that happened is that we were approached by a promoter the night before after leaving XS and he offered us free admission AND a cabana for free.  We were like, hell yes!!  And then we we get to Encore Beach, the guy isn't around and no one would help us and we were stuck paying for the spot ourselves.  We were pretty pissed about that too, but we didn't let it ruin our time and got over it and just ended up paying.

OK, back to the good about this place:  The people are VERY friendly.  Everyone's there to have a good time!  We talked to lots of people and the couple next to us on the couch were awesome!  Overall we just had sooooo much fun!  Great music, dancing in the pool and at our area.  It would not have been as much fun if we didn't pay for that space though.  So suck it up and pay or else stay at your hotel pool (which was also awesome at Aria)."
143487,2014-10-27 02:26:54,5.0,"Guarantee you will leave with a full and happy tummy. Not only is the good great, the customer service here is amazing. Can't beat their complementary bean dip and salsa! Food is always fresh and never disappointing. Fajitas are always a good choice and when you order the fresh guac, they'll prepare it at your table! It's like dinner and a show! Will definitely be back whenever I'm in town!"
91868,2017-02-19 09:17:53,5.0,It's awesome here!!The guys are soooo hot and nice!!The host London is amazing at the mic and getting the crowd excited!!highly recommend this place!!
143487,2014-01-17 07:15:57,4.0,In town for a convention and looking for something away from the strip. Found this place on Yelp and was not disappointed. Mango margaritas were tasty as were the shrimp tacos. The waiter mistakenly brought me the fish tacos (which were actually quite good as well) and was very apologetic when I pointed this out. He then replaced them as quickly as possible.
130178,2015-08-19 04:03:25,3.0,"Had a 30 minute wait.. But played foosball (sow) to pass the time! 

The brisket nacho were really good! 

The bacon Mac-n-cheese burger was good but not great! 
The Motley Cue sandwich was rally good. Lots of mean.. Could probably split between 2 people

The wings.. Cutest presentation. 

Staff was eh.. I mean the place is busy. No time to be too friendly to all the damn tourist. Can't say that I blame them. 

Neat experience. Def worth a trip.. 

Next time will def try the desert.. This time we were too full!"
34159,2013-05-07 15:53:13,2.0,"There is absolutely no point in coming here if you come late or do not have a daybed.  You won't have anywhere to put your stuff which is a nuisance.  There is bag check but the lines are long.  Plus, sometimes you don't want to stand the entire time in the pool after standing in the long lines in the sun.  I saw a girl get hooked up to an IV and taken out on a wheelchair.  Stay classy, Vegas.

Also.... the water gets murky after a while.  Do you really want to go in there?  You would be putting yourself at risk for foot fungus or STDs.  If you do decide to go here, you can go in with full-fledged self-confidence because people will flaunt their stretch marks, cellulite, and other goodies."
15810,2017-04-30 04:33:15,5.0,Fastening vibe and Vegas Strip friendly. Staff takes care considerably and is very current. Love the scenery! Thank you Azuza staff. xoxo ACE ENCORE
130178,2016-05-07 01:58:41,3.0,"This is my second visit; my first was back during CES in Jan. with a young friend visiting Vegas for the first time and who had never had a bloody mary...

Service was very good, the LARGE Bloody Mary was impressive, and the Jack Daniel's chocolate cake was to die for.

I liked it enough to want to go again.

Except for the BIG Bloody Mary meal - slim jim, pickles, cheese cubes, peppers,  candied bacon !!!!; sausage; red onion (see pics, only large U6 shrimp were missing. ..) everything else was a disappointment.

Service was very strange - the smiles were abundant, but everything else about the service was off, from how scarce our server was, to her not willing to take an order for breakfast from us,  yet a table seated after us served by someone else got breakfast; to how long it took to place our orders, to how long it took to get our order.

I got the wings - terrible, even though they are a signature dish. Bland, small, bones broken with sharp points and bone chips all throughout...now that I think about it, I don't know why I didn't complain and send it back. 

Maybe I was too consumed consuming the bowl sized meal of a Bloody Mary.

I'd go back just for that; I'd stay away for everything else (well, the Jack Daniels chocolate cake makes a compelling point...)

Two stars or even one if not for the Bloody Mary meal or Jack Daniels chocolate cake."
187126,2017-08-16 06:54:48,5.0,"We had breakfast there today for about $25 each with tax and fees included but 2 of our party of 4 were covered by the bed and breakfast deal from JW Marriott and they didn't charge for the kid. Food was ok but plentiful and what makes it a 5-star for me is the ambience and the patio with the beautiful koi pond and cascades, refreshing in a summer morning. Staff was attentive amd we were there at 10 and breakfast ends at 11 but didn't fell pressured at all and nobody gave us looks for taking some fruit with us on our way out ;-)"
101708,2012-02-21 20:10:36,4.0,"I came here on a saturday night for dinner to celebrate my 25th birthday with the best of company, fun entertainment, and delicious food!!! I'd been here before but always sat in the front of the restaurant... had NO clue how HUGE this place was!!! We sat in the very back (where it seems many of the large birthday parties were seated) The ambiance of the restaurant is very dark and jungle esque (if i remember correctly o.o) lol very ruckusy and vegas appropriate! There were drummers and scandalous (but h0t) dancers going up and down the aisles which provided for the fun entertainment.  But enough of that, on to the main event. 

We had a party of 6 and decided it best to do as our super nice server suggested, omakase style :) 
- Cucumber cocktail on the house!!! They brought each of us a mini cocktail to start the meal off! Very nice and considerate of them! nice and refreshing and definitely got my appetite going :) 
- A trio appetizer platter consisting of well salted edamame, roasted shito peppers, and deep fried string beans served in the most delicious chipotle aoli sauce (all 3 were delicious but I think my favorite would have to be the roasted shito peppers with a drizzle of lime juice for a nice kick)
- Yellowtail Sashimi MINI TACOS!!! These were sooo fun and delicious! Great fushion idea! The restaurant is VERY accommodating, we mentioned to them 1 of the girls is allergic to cilantro so they brought out a special lobster taco for just for her! The flavors were bold and the taco shell was nice and crispy.  But I think I still enjoy DOS CAMINO'S mini tacos better...those are to.die.for.  
- Ahi tuna over a piece of bamboo and basil leaf.  This was an interesting combination.  Probably my least favorite dish of the night.  The basil leaf was a bit overwhelming and covered the taste of the ahi too much. 
- Filet Mignon with oversized asparagus.  The meat was tender and very well cooked, very pink in the middle.  I'm not a big beef eater so I only ate the edges of the piece but my friends seemed to enjoy it.  Definitely not one of the top dishes of the night but was still yummy.  The ASPARAGUS however, was QUITE delicious!! they probably cooked it in butter... hahaha i'll take it :) A good bite on the outside and nice and tender on the inside! 
- Sea Bass with oversized Peruvian corn!!! YUMMMY!!!! The sea bass was nice and flaky.  Flavoring was a bit salty but I feel like at these restaurants they tend to do that a bit...i mean, everyones a bit intoxicated so salty foods are what people want LOL The peruvian corn was just really fun to eat!! My friends really enjoyed it but I definitely like summer sweet white corn on the cob better :) 
- MUSHROOM POT ON CRACK. THIS WAS DEFINITELY THE SHOW STOPPER OF THE NIGHT!!! the flavoring of the sauce, the textures of the 3? 4? different mushrooms. happiness. The sauce was like a cream of mushroom, milky, full flavored, salty, a hint of sweetness... too good. needless to say we all took a bite and just smiled in satisfaction. We all stared at each other and knew rice was needed to soak up all that bomb sauce!! 
- 4 different Sushi Rolls were brought out last (3.5 stars).  All 4 were decent, nothing really to rave much about unfortunately. :(  I'm a big big sushi lover and have had some off the chart rolls so I can't pretend these were anything to die for.  

***The first time I came my friend ordered for the table and I definitely think that made a difference.  They have some REALLY scrumptious dishes that I wish I could've ordered for my friends to try!! Perhaps next time!! I'll be more prepared lol 

OVERALL RATINGS:
Food - 3.75 stars (except for the mushroom pot on crack... 4.5 stars for that)
Food (for the first time I came) - 4.25 stars! 
Drink - 4 stars for the cucumber cocktail & bottle of Santa Margaritta Pino Grigio
Presentation - 4 stars
Service & Ambiance - 4 stars

I gave this place 4 stars mainly because I had a great time that night, and the company I kept definitely played a big part in that.  The food IS goood, just a bit $$$$.  Its definitely a GREAT place to go with a group thats just looking for some good eats, good drinks, and a great time :O) BOTTOM LINE: I'd DEFINITELY GO BACK AGAIN!!"
137030,2015-08-19 06:30:41,2.0,This place looks hopeful on the outside but is actually pretty bad. My maple glazed salmon was very burnt and lacked flavor. The asparagus it came with was pretty disgusting and soggy. The waitress was great and the side Caesar salad I had was good. The experience was horrible simply due to the blasting crappy music as well. Probably don't eat here.
130178,2014-11-30 03:22:06,4.0,"This place is over the top! The food is great and the portions...when the hell did every restaurant in Vegas begin serving only sumo wrestlers. My family had a great mix of food - the Mayor of Flavortown Burger, Motley Que Sandwich and Vegas Fries. Don't kid yourself, the fries aren't a side; not by a long shot. They are a meal and for $13, they're a very filling meal. We all loved our food, but I'll have to say the Motley Que was the best meal of the night. Damn it! My wife is always bragging about how she's better at ordering, and she did it again here. 

This place isn't inexpensive, but the portions and quality make it well worth it. We had dinner at BurGR the night before and for the same $100, this is the better option by a long shot. 

My only complaint is the hostess staff. They treat you like crap - you're just a number to them. They have no personality and make no effort to get you excited about the meal - give me you cell number and we'll text you. NEXT! When I asked about the wait after 45 minutes, she told me that she texted me 6 minutes earlier. I showed her my phone - no text. Well, that also meant no apology from her either. She gave me a look like, do you still want in or not, I have other people to be rude to."
9439,2016-07-25 05:07:26,5.0,"Came here after a concert at MGM...service was excellent, food was great and we got to sit near the band members we had just seen and got a couple of autographs..how cool was that."
130178,2015-02-16 05:40:52,2.0,"Frankly disappointed. Guy is one of my favorite chefs i know, he's so cool and i love his since of humor. but his menu is lacking to me. its so concentrated which can be good... if the quality can hold up to it. i got the bacon cheese burger and i could have gotten the same thing at half the price 3 blocks down the strip. seasonings were bland and LOTS of grease. the reason your getting 3 starts Guy is because I'm more the sure this restaurant doesn't represent you very well."
153845,2016-01-17 07:30:48,3.0,Just okay. Was expecting more based on a friends  referral but the food was average and the service was slow and left me disappointed. $38 for a steak so I expected much more. The Brussel sprouts small plate was on point but overall would not return to this spot.
137030,2014-02-24 00:35:58,5.0,Perfect place to relax after our Red Rock adventures!!  Great drinks and great food.  Definitely try the Philly Fries.  Sit in Sarah's section!  First time having her serve us.  Very friendly and attentive!!  Thanks!!
34159,2017-07-18 18:49:04,5.0,"7/15/17. Came to Vegas to celebrate a milestone birthday - and Saturday just seemed to want us to be at Encore Beach Club the entire day/night. First, we attended Diplo, with some promoter price tickets for the guys and the ladies on a free list. Came around 11 to avoid the line - easy-peasy. We ate there, while letting the sunscreen dry, then spent the whole afternoon dancing and splashing. The staff was great, the people as well-  there was hard partying but no fights or any such ratchetness, just people from all over having the time of our lives. The rave-booty was twerk-tacular. There were spankings. The bartenders seemed to be having more fun than the people drinking. All I saw were smiles. You could see Diplo from any of the pools, except perhaps the front middle as people stand and dance in front of the DJ. We danced with our group of 8 (4 couples) and met plenty of nice people. 

As more of my group came in from all over, we came back for Marshmello Saturday night (Nightswim!), whom I hadn't seen since EDC last year. We got a great table on a lily-pad off the pool (not on the pool) just in case there was gratuitous splashing, we'd want a dry drinking spot haha. Our view was fantastic, table was perfect, the VIP even invited us into the small VIP pool behind us. 

We got a great package that started with 2 magnums of grey goose, which did great for our group. I was impressed how they handled both my large group (12 on table, 14 total that night) and the speed-bump of my credit-card declining as I forgot to tell the bank I was leaving the state. My Host Alexia, beholder of a supernatural beauty, waited patiently and kindly while I called the card and had them over-ride the security hold. She was calm and pleasant, and simply said ""this happens all the time."" (This was in stark contrast to the treatment at Omnia the night before where the bartender threatened to have my friend arrested when his card declined). 

Alexia and her runner, damn I totally forgot his name (even he was a really nice guy), treated us incredibly well. She came back and poured drinks throughout the night, not just the obligatory first round. They also made sure we stayed hydrated! Super important when it's 100 at night. They gave us just the right amount of attention and class. 

Thank you guys, and special thanks to Alvin for the rockstar treatment at the door. Saturday night was the cherry on top of my birthday weekend!! Truly I don't expect anything less from Encore/Wynn (XS, Surrender/Encore Beach Club) - I never get anything less than the best experience there, over the span of years that I have both attended with tickets and tables. They are the best, they will always be the best. 

Thanks again! :-)"
101708,2017-03-27 01:44:42,4.0,"Been a while since we came here but loved it.  Little bit loud but ok and maybe not as fancy as some of its other locations (Chicago, Miami), but:

- food was same and awesome.  
- loved the Wygu Beef Gyoza, couple rolls we had, salad, drinks, etc.

Great menu right now they have to choose from.  Seems the same in all cities for the moment."
143487,2018-01-09 20:48:22,5.0,"best fajita in town in my opinion! we have been there twice, and the only thing we ordered was fajita for two with beef only. it was always awesome and delicious. staff was courteous there, and the price was reasonable. We aren't gonna go anywhere else for fajita from now on xD."
